kBf=2280.15,kBr=0.046709999999999995,kcatE=5.328,kdEf=0.1958,kdEr=83.6,kdp=367.78000000000003,kdpERK=1.6211,kdpMEK=4.317950000000001,kdpR1=28.1,kdpSOS=0.037211,kdR1f=1.9012499999999999,kdR1r=22.27,kEf=116875.0,kEr=3.24,kfpBr=15.960000000000003,kfpR1r=0.10300000000000001,kG2f=3.2600000000000002,kG2r=14485.5,kG2SOSf=0.9842,kG2SOSr=424.08,kiBf=1.2877e-12,kiBr=5.382,kiR1f=1.258e-5,kiR1r=1.2760000000000002,Kmgneslow=216300.0,knfpBR1=3.52425e-12,knfpiBr=14.28,knfpiR1r=0.10787999999999999,knfpSOS=3.332e-5,kpERK=2.2619999999999997e-6,kpMEK=0.00037365,kpR1=4236.5,kR1f=0.00025652499999999996,kR1r=313.26,kRgneslow=4.3125,kRhydro=0.2439,kSoff=48.832,kSon=149.99,kSOSf=0.00048024000000000005,kSOSr=16.426
kBf=3969.1499999999996,kBr=0.09082499999999999,kcatE=34.299,kdEf=2.8391,kdEr=25.839999999999996,kdp=111.37,kdpERK=1.41375,kdpMEK=2.52945,kdpR1=199.51,kdpSOS=0.013771,kdR1f=0.34125000000000005,kdR1r=21.615,kEf=51875.0,kEr=178.2,kfpBr=1.596,kfpR1r=0.24308000000000005,kG2f=6.357000000000001,kG2r=23976.0,kG2SOSf=0.06475,kG2SOSr=468.255,kiBf=1.5642000000000001e-12,kiBr=12.792000000000002,kiR1f=1.6280000000000003e-6,kiR1r=0.6820000000000002,Kmgneslow=230720.0,knfpBR1=3.1432500000000004e-12,knfpiBr=61.71000000000001,knfpiR1r=0.06177,knfpSOS=1.3719999999999999e-5,kpERK=9.221999999999999e-6,kpMEK=0.00070755,kpR1=19236.0,kR1f=0.00022838999999999997,kR1r=22.7,kRgneslow=7.187499999999999,kRhydro=0.0542,kSoff=26.596,kSon=223.57000000000002,kSOSf=0.00030360000000000006,kSOSr=14.898
kBf=225.2,kBr=0.006055,kcatE=8.325,kdEf=2.1048500000000003,kdEr=140.6,kdp=54.39000000000001,kdpERK=1.0179,kdpMEK=2.42725,kdpR1=96.945,kdpSOS=0.004102,kdR1f=4.43625,kdR1r=116.58999999999999,kEf=115000.0,kEr=38.879999999999995,kfpBr=26.600000000000005,kfpR1r=0.38110000000000005,kG2f=5.183400000000001,kG2r=7825.5,kG2SOSf=1.61875,kG2SOSr=500.65,kiBf=3.7130000000000004e-13,kiBr=9.048,kiR1f=8.584000000000001e-6,kiR1r=2.101,Kmgneslow=555170.0,knfpBR1=2.7813000000000003e-12,knfpiBr=90.27,knfpiR1r=0.026099999999999995,knfpSOS=7.3696e-5,kpERK=9.396e-6,kpMEK=0.0014707499999999998,kpR1=20381.0,kR1f=0.00010922999999999998,kR1r=476.69999999999993,kRgneslow=1.15,kRhydro=0.63685,kSoff=3.9240000000000004,kSon=189.61,kSOSf=9.384000000000001e-5,kSOSr=16.7125
kBf=4672.9,kBr=0.16262,kcatE=14.318999999999999,kdEf=1.9090500000000001,kdEr=146.68,kdp=56.980000000000004,kdpERK=0.50895,kdpMEK=0.33215000000000006,kdpR1=78.68,kdpSOS=0.034574,kdR1f=6.87375,kdR1r=17.685,kEf=103125.0,kEr=23.76,kfpBr=3.9900000000000007,kfpR1r=0.24720000000000003,kG2f=0.45640000000000003,kG2r=28305.0,kG2SOSf=0.9582999999999999,kG2SOSr=100.13000000000001,kiBf=1.0270000000000002e-12,kiBr=4.992,kiR1f=5.92e-7,kiR1r=0.26400000000000007,Kmgneslow=10815.0,knfpBR1=1.42875e-12,knfpiBr=59.67000000000001,knfpiR1r=0.06264,knfpSOS=4.7823999999999995e-5,kpERK=6.96e-7,kpMEK=0.0005564999999999999,kpR1=18091.0,kR1f=0.00014894999999999996,kR1r=63.559999999999995,kRgneslow=18.974999999999998,kRhydro=1.0298,kSoff=81.968,kSon=134.425,kSOSf=0.00041952000000000005,kSOSr=7.448999999999999
kBf=3800.25,kBr=0.07784999999999999,kcatE=23.976000000000003,kdEf=1.81115,kdEr=32.68,kdp=383.32,kdpERK=2.80865,kdpMEK=2.98935,kdpR1=181.24499999999998,kdpSOS=0.049517000000000005,kdR1f=0.92625,kdR1r=74.015,kEf=71250.0,kEr=103.67999999999999,kfpBr=27.664,kfpR1r=0.20188000000000003,kG2f=2.9014,kG2r=26806.5,kG2SOSf=0.31079999999999997,kG2SOSr=14.725,kiBf=1.1139000000000001e-12,kiBr=10.608,kiR1f=1.3467999999999999e-5,kiR1r=2.035,Kmgneslow=313635.0,knfpBR1=1.9050000000000002e-13,knfpiBr=12.239999999999998,knfpiR1r=0.03915,knfpSOS=2.548e-5,kpERK=3.886e-6,kpMEK=0.0007473,kpR1=13625.5,kR1f=5.1305e-5,kR1r=177.06000000000003,kRgneslow=34.7875,kRhydro=1.9512,kSoff=44.47200000000001,kSon=169.80000000000004,kSOSf=0.00016560000000000001,kSOSr=4.297499999999999
kBf=2983.8999999999996,kBr=0.172135,kcatE=40.958999999999996,kdEf=6.41245,kdEr=9.12,kdp=214.97000000000003,kdpERK=1.3383500000000002,kdpMEK=0.9964500000000001,kdpR1=229.015,kdpSOS=0.016700999999999997,kdR1f=7.41,kdR1r=112.00500000000001,kEf=52500.0,kEr=97.2,kfpBr=33.25,kfpR1r=0.2575,kG2f=4.564,kG2r=25474.5,kG2SOSf=2.2792,kG2SOSr=161.97500000000002,kiBf=7.426000000000001e-13,kiBr=11.232000000000001,kiR1f=1.3246e-5,kiR1r=1.5070000000000001,Kmgneslow=584010.0,knfpBR1=3.3909e-12,knfpiBr=36.21,knfpiR1r=0.12093,knfpSOS=3.136e-6,kpERK=2.4939999999999993e-6,kpMEK=7.155e-5,kpR1=12480.5,kR1f=0.000312795,kR1r=272.4,kRgneslow=29.612499999999997,kRhydro=2.10025,kSoff=20.928,kSon=100.46499999999999,kSOSf=0.00017939999999999997,kSOSr=14.038499999999999
kBf=844.5,kBr=0.047575,kcatE=34.964999999999996,kdEf=8.17465,kdEr=52.440000000000005,kdp=494.69000000000005,kdpERK=3.33645,kdpMEK=1.8396000000000001,kdpR1=51.985,kdpSOS=0.040727,kdR1f=3.6075000000000004,kdR1r=74.67,kEf=123750.0,kEr=27.0,kfpBr=30.590000000000003,kfpR1r=0.36874,kG2f=2.2494,kG2r=20146.5,kG2SOSf=2.42165,kG2SOSr=429.96999999999997,kiBf=1.4615000000000002e-12,kiBr=10.998,kiR1f=8.066e-6,kiR1r=1.9250000000000003,Kmgneslow=374920.0,knfpBR1=1.524e-13,knfpiBr=34.17,knfpiR1r=0.15312,knfpSOS=2.6656e-5,kpERK=6.727999999999999e-6,kpMEK=0.0015422999999999997,kpR1=5496.0,kR1f=0.00021018499999999994,kR1r=86.25999999999999,kRgneslow=42.55,kRhydro=1.5582500000000001,kSoff=34.88,kSon=250.455,kSOSf=0.00012972,kSOSr=11.459999999999999
kBf=1576.3999999999999,kBr=0.015569999999999999,kcatE=37.29599999999999,kdEf=3.57335,kdEr=6.84,kdp=331.52000000000004,kdpERK=1.9415499999999999,kdpMEK=0.12775,kdpR1=234.635,kdpSOS=0.037797,kdR1f=2.97375,kdR1r=53.05500000000001,kEf=108750.0,kEr=125.28,kfpBr=21.014000000000003,kfpR1r=0.16892000000000001,kG2f=5.053,kG2r=3163.5,kG2SOSf=2.2015,kG2SOSr=256.215,kiBf=8.137e-13,kiBr=7.488,kiR1f=1.1618e-5,kiR1r=1.5620000000000003,Kmgneslow=136990.0,knfpBR1=1.7145000000000002e-13,knfpiBr=77.01,knfpiR1r=0.040889999999999996,knfpSOS=2.0384e-5,kpERK=4.466e-6,kpMEK=0.0013038,kpR1=12595.0,kR1f=7.116499999999997e-5,kR1r=603.8199999999999,kRgneslow=12.075,kRhydro=1.42275,kSoff=6.104000000000001,kSon=209.42000000000002,kSOSf=7.728e-5,kSOSr=12.988000000000001
kBf=3715.8,kBr=0.15656499999999998,kcatE=43.28999999999999,kdEf=5.2866,kdEr=2.28,kdp=274.54,kdpERK=3.2422,kdpMEK=3.4237,kdpR1=236.04000000000002,kdpSOS=0.04102,kdR1f=3.36375,kdR1r=111.35,kEf=4375.0,kEr=192.24,kfpBr=29.526000000000003,kfpR1r=0.11330000000000001,kG2f=0.8802000000000001,kG2r=25308.0,kG2SOSf=0.4014499999999999,kG2SOSr=438.80499999999995,kiBf=1.4062000000000002e-12,kiBr=4.601999999999999,kiR1f=6.734e-6,kiR1r=0.539,Kmgneslow=335265.0,knfpBR1=1.905e-12,knfpiBr=52.02,knfpiR1r=0.14093999999999998,knfpSOS=7.056e-5,kpERK=7.308e-6,kpMEK=0.0006678,kpR1=22327.5,kR1f=3.4754999999999995e-5,kR1r=158.9,kRgneslow=45.1375,kRhydro=0.7723500000000001,kSoff=73.684,kSon=213.66500000000002,kSOSf=0.00022356,kSOSr=0.764
kBf=4278.8,kBr=0.07092999999999999,kcatE=38.294999999999995,kdEf=6.9509,kdEr=17.48,kdp=507.6400000000001,kdpERK=0.8671,kdpMEK=0.8431500000000002,kdpR1=53.39,kdpSOS=0.019631,kdR1f=2.09625,kdR1r=124.45,kEf=43125.0,kEr=122.04,kfpBr=25.536,kfpR1r=0.07416,kG2f=0.19560000000000002,kG2r=27472.5,kG2SOSf=0.7252000000000001,kG2SOSr=47.12,kiBf=6.478e-13,kiBr=1.092,kiR1f=3.2560000000000003e-6,kiR1r=0.4070000000000001,Kmgneslow=648900.0,knfpBR1=1.6192500000000002e-12,knfpiBr=1.53,knfpiR1r=0.13832999999999998,knfpSOS=3.2143999999999996e-5,kpERK=9.105999999999999e-6,kpMEK=0.0013832999999999996,kpR1=18663.5,kR1f=0.00016715499999999997,kR1r=681.0000000000001,kRgneslow=12.9375,kRhydro=0.16260000000000002,kSoff=53.192,kSon=91.97500000000001,kSOSf=0.0005409599999999999,kSOSr=3.5334999999999996
kBf=5601.849999999999,kBr=0.12455999999999999,kcatE=46.62,kdEf=2.59435,kdEr=126.91999999999999,kdp=292.67,kdpERK=1.9604,kdpMEK=1.7885,kdpR1=126.45,kdpSOS=0.02637,kdR1f=8.58,kdR1r=6.550000000000001,kEf=90000.0,kEr=181.44,kfpBr=4.788,kfpR1r=0.05562,kG2f=2.5754,kG2r=11155.5,kG2SOSf=0.4144,kG2SOSr=586.055,kiBf=1.5168000000000002e-12,kiBr=1.404,kiR1f=9.62e-6,kiR1r=0.07700000000000001,Kmgneslow=587615.0,knfpBR1=1.7526000000000002e-12,knfpiBr=40.290000000000006,knfpiR1r=0.060899999999999996,knfpSOS=7.8008e-5,kpERK=1.0787999999999999e-5,kpMEK=4.77e-5,kpR1=8931.0,kR1f=0.00031114,kR1r=490.31999999999994,kRgneslow=31.912499999999998,kRhydro=1.74795,kSoff=4.796,kSon=19.810000000000002,kSOSf=0.00041124,kSOSr=9.741
kBf=2139.4,kBr=0.10552999999999998,kcatE=31.302,kdEf=9.2026,kdEr=8.36,kdp=44.03000000000001,kdpERK=2.8652,kdpMEK=0.79205,kdpR1=125.045,kdpSOS=0.056256,kdR1f=0.195,kdR1r=117.245,kEf=48750.0,kEr=111.24,kfpBr=29.26,kfpR1r=0.08446000000000001,kG2f=4.4988,kG2r=8491.5,kG2SOSf=1.9683999999999997,kG2SOSr=524.21,kiBf=2.9230000000000003e-13,kiBr=7.332000000000001,kiR1f=1.2062e-5,kiR1r=1.7490000000000003,Kmgneslow=270375.0,knfpBR1=2.3241e-12,knfpiBr=10.2,knfpiR1r=0.01131,knfpSOS=1.6464e-5,kpERK=7.249999999999999e-6,kpMEK=0.0008665499999999999,kpR1=21640.5,kR1f=0.00030451999999999996,kR1r=317.79999999999995,kRgneslow=54.625,kRhydro=1.5989,kSoff=82.40400000000001,kSon=176.87500000000003,kSOSf=0.00033948,kSOSr=12.415
kBf=4166.2,kBr=0.13666999999999999,kcatE=2.664,kdEf=3.4265000000000003,kdEr=47.12,kdp=157.99000000000004,kdpERK=0.24505000000000002,kdpMEK=3.5259,kdpR1=105.375,kdpSOS=0.051568,kdR1f=2.0475000000000003,kdR1r=117.9,kEf=6875.0,kEr=120.96000000000001,kfpBr=10.374000000000002,kfpR1r=0.03502,kG2f=2.4124,kG2r=832.5,kG2SOSf=1.9165999999999999,kG2SOSr=462.365,kiBf=8.848e-13,kiBr=5.537999999999999,kiR1f=2.59e-6,kiR1r=0.3960000000000001,Kmgneslow=410970.0,knfpBR1=3.21945e-12,knfpiBr=51.00000000000001,knfpiR1r=0.07656,knfpSOS=7.84e-5,kpERK=2.726e-6,kpMEK=0.0007790999999999999,kpR1=15572.0,kR1f=0.00023831999999999995,kR1r=712.7800000000001,kRgneslow=49.162499999999994,kRhydro=1.34145,kSoff=61.040000000000006,kSon=99.05000000000001,kSOSf=0.00038640000000000007,kSOSr=16.903499999999998
kBf=5038.85,kBr=0.049304999999999995,kcatE=10.989,kdEf=7.6362,kdEr=43.32,kdp=85.47,kdpERK=0.5843499999999999,kdpMEK=0.511,kdpR1=30.910000000000004,kdpSOS=0.003223,kdR1f=6.97125,kdR1r=59.605000000000004,kEf=51250.0,kEr=173.88,kfpBr=3.458,kfpR1r=0.30694000000000005,kG2f=2.0212,kG2r=6826.5,kG2SOSf=1.295,kG2SOSr=179.64499999999998,kiBf=1.9750000000000002e-13,kiBr=12.714,kiR1f=4.514e-6,kiR1r=1.9140000000000001,Kmgneslow=320845.0,knfpBR1=8.1915e-13,knfpiBr=101.49000000000001,knfpiR1r=0.16616999999999998,knfpSOS=2.6264e-5,kpERK=9.163999999999999e-6,kpMEK=0.0013276499999999997,kpR1=1374.0,kR1f=6.454499999999999e-5,kR1r=762.72,kRgneslow=26.45,kRhydro=1.0027,kSoff=19.62,kSon=159.89500000000004,kSOSf=0.00015179999999999998,kSOSr=12.3195
kBf=5292.2,kBr=0.07525499999999999,kcatE=9.657,kdEf=9.153649999999999,kdEr=34.2,kdp=72.52000000000001,kdpERK=3.1291,kdpMEK=5.0589,kdpR1=9.835,kdpSOS=0.053326000000000005,kdR1f=6.48375,kdR1r=26.2,kEf=78750.0,kEr=183.60000000000002,kfpBr=14.098,kfpR1r=0.39552000000000004,kG2f=1.8256000000000001,kG2r=19480.5,kG2SOSf=1.036,kG2SOSr=38.285000000000004,kiBf=1.0823000000000001e-12,kiBr=14.352,kiR1f=1.073e-5,kiR1r=1.3420000000000003,Kmgneslow=245140.0,knfpBR1=5.334e-13,knfpiBr=25.5,knfpiR1r=0.02175,knfpSOS=2.2344e-5,kpERK=1.4499999999999999e-6,kpMEK=0.0010176,kpR1=21297.0,kR1f=0.000269765,kR1r=77.17999999999999,kRgneslow=23.287499999999998,kRhydro=0.6504,kSoff=1.7440000000000002,kSon=43.865,kSOSf=0.00034224000000000006,kSOSr=6.494
kBf=2533.5,kBr=0.07438999999999998,kcatE=25.973999999999997,kdEf=6.706150000000001,kdEr=37.24,kdp=108.78,kdpERK=1.6588,kdpMEK=4.88005,kdpR1=251.49499999999998,kdpSOS=0.033695,kdR1f=8.8725,kdR1r=102.83500000000001,kEf=3125.0,kEr=45.36,kfpBr=31.92,kfpR1r=0.1854,kG2f=3.2926,kG2r=4662.0,kG2SOSf=1.9425,kG2SOSr=229.70999999999998,kiBf=1.1771000000000001e-12,kiBr=9.516000000000002,kiR1f=9.176e-6,kiR1r=0.4510000000000001,Kmgneslow=306425.0,knfpBR1=6.858000000000001e-13,knfpiBr=54.57,knfpiR1r=0.1392,knfpSOS=2.9792e-5,kpERK=4.639999999999999e-7,kpMEK=0.00056445,kpR1=19350.5,kR1f=0.00022176999999999996,kR1r=281.47999999999996,kRgneslow=38.8125,kRhydro=0.42005000000000003,kSoff=11.336000000000002,kSon=142.91500000000002,kSOSf=0.00024564000000000004,kSOSr=10.4095
kBf=1857.8999999999999,kBr=0.014705,kcatE=43.62299999999999,kdEf=6.7551000000000005,kdEr=88.15999999999998,kdp=264.18000000000006,kdpERK=2.05465,kdpMEK=0.5621,kdpR1=219.18,kdpSOS=0.010547999999999998,kdR1f=3.8025,kdR1r=60.260000000000005,kEf=99375.0,kEr=150.12,kfpBr=50.806,kfpR1r=0.16686000000000004,kG2f=2.9666,kG2r=3330.0,kG2SOSf=0.76405,kG2SOSr=485.925,kiBf=6.399000000000001e-13,kiBr=0.468,kiR1f=1.1396e-5,kiR1r=1.8700000000000003,Kmgneslow=187460.0,knfpBR1=3.0480000000000003e-12,knfpiBr=29.580000000000002,knfpiR1r=0.00348,knfpSOS=2.4696000000000002e-5,kpERK=9.338e-6,kpMEK=0.0015820499999999998,kpR1=16373.5,kR1f=9.433499999999997e-5,kR1r=204.3,kRgneslow=15.524999999999999,kRhydro=1.36855,kSoff=40.112,kSon=14.15,kSOSf=0.00038916,kSOSr=17.667499999999997
kBf=4194.35,kBr=0.05536,kcatE=57.27599999999999,kdEf=3.6712499999999997,kdEr=88.91999999999999,kdp=318.57000000000005,kdpERK=0.4901,kdpMEK=1.71185,kdpR1=147.525,kdpSOS=0.018165999999999998,kdR1f=7.800000000000001,kdR1r=5.24,kEf=30000.0,kEr=88.56,kfpBr=32.718,kfpR1r=0.36668,kG2f=5.705000000000001,kG2r=4495.5,kG2SOSf=2.3569,kG2SOSr=583.11,kiBf=9.638e-13,kiBr=9.204,kiR1f=5.92e-6,kiR1r=0.2750000000000001,Kmgneslow=627270.0,knfpBR1=7.4295e-13,knfpiBr=96.9,knfpiR1r=0.03741,knfpSOS=3.92e-5,kpERK=4.9879999999999995e-6,kpMEK=0.00020669999999999998,kpR1=6068.5,kR1f=0.00030617499999999995,kR1r=898.92,kRgneslow=6.8999999999999995,kRhydro=1.3008,kSoff=5.668,kSon=50.940000000000005,kSOSf=6.348e-5,kSOSr=6.9715
kBf=4813.65,kBr=0.07611999999999998,kcatE=11.322,kdEf=1.6643000000000001,kdEr=120.83999999999997,kdp=497.28000000000003,kdpERK=0.9047999999999999,kdpMEK=2.27395,kdpR1=110.995,kdpSOS=0.053619,kdR1f=1.4625,kdR1r=81.875,kEf=23750.0,kEr=209.51999999999998,kfpBr=19.152,kfpR1r=0.012360000000000001,kG2f=3.8794000000000004,kG2r=4162.5,kG2SOSf=1.0619,kG2SOSr=541.88,kiBf=9.243000000000002e-13,kiBr=11.388000000000002,kiR1f=9.768e-6,kiR1r=1.8370000000000004,Kmgneslow=86520.0,knfpBR1=4.572e-13,knfpiBr=92.31,knfpiR1r=0.09135,knfpSOS=6.0367999999999995e-5,kpERK=8.874e-6,kpMEK=0.0007632,kpR1=8473.0,kR1f=0.00014729499999999998,kR1r=394.97999999999996,kRgneslow=51.75,kRhydro=0.6910499999999999,kSoff=83.712,kSon=133.01000000000002,kSOSf=0.00029808,kSOSr=7.639999999999999
kBf=3772.1000000000004,kBr=0.05795499999999999,kcatE=29.97,kdEf=5.531350000000001,kdEr=72.96,kdp=165.76000000000002,kdpERK=0.377,kdpMEK=5.03335,kdpR1=207.94,kdpSOS=0.043657,kdR1f=5.21625,kdR1r=85.15,kEf=31250.0,kEr=205.2,kfpBr=50.540000000000006,kfpR1r=0.37492000000000003,kG2f=5.9332,kG2r=13153.5,kG2SOSf=1.7611999999999999,kG2SOSr=20.615000000000002,kiBf=4.424e-13,kiBr=11.700000000000001,kiR1f=1.11e-6,kiR1r=0.6380000000000001,Kmgneslow=695765.0,knfpBR1=2.4003e-12,knfpiBr=31.110000000000003,knfpiR1r=0.16355999999999998,knfpSOS=4.586399999999999e-5,kpERK=7.076e-6,kpMEK=0.0006995999999999999,kpR1=5152.5,kR1f=4.1374999999999996e-5,kR1r=708.24,kRgneslow=8.337499999999999,kRhydro=0.14905000000000002,kSoff=6.976,kSon=243.38000000000002,kSOSf=0.00014904,kSOSr=15.088999999999999
kBf=3884.7,kBr=0.149645,kcatE=58.608,kdEf=1.6153500000000003,kdEr=97.27999999999999,kdp=23.310000000000002,kdpERK=0.28275,kdpMEK=4.2413,kdpR1=148.93,kdpSOS=0.0046879999999999995,kdR1f=7.6049999999999995,kdR1r=121.83,kEf=115625.0,kEr=146.88,kfpBr=5.586,kfpR1r=0.17922000000000002,kG2f=3.1296,kG2r=18648.0,kG2SOSf=0.6734,kG2SOSr=159.03000000000003,kiBf=6.715000000000001e-13,kiBr=12.090000000000002,kiR1f=1.4060000000000001e-5,kiR1r=1.2540000000000002,Kmgneslow=57680.0,knfpBR1=2.8956000000000003e-12,knfpiBr=26.52,knfpiR1r=0.12962999999999997,knfpSOS=5.488000000000001e-6,kpERK=8.468e-6,kpMEK=0.00042134999999999997,kpR1=1488.5,kR1f=9.764499999999998e-5,kR1r=195.22000000000003,kRgneslow=37.0875,kRhydro=1.2601499999999999,kSoff=55.808,kSon=130.18,kSOSf=0.00034500000000000004,kSOSr=2.3874999999999997
kBf=562.9999999999999,kBr=0.16954,kcatE=51.614999999999995,kdEf=4.25865,kdEr=75.99999999999999,kdp=360.01000000000005,kdpERK=0.69745,kdpMEK=0.7665000000000001,kdpR1=66.035,kdpSOS=0.031057999999999995,kdR1f=5.85,kdR1r=36.025,kEf=22500.0,kEr=129.6,kfpBr=20.482000000000003,kfpR1r=0.01854,kG2f=4.3032,kG2r=27639.0,kG2SOSf=1.6058000000000001,kG2SOSr=64.79,kiBf=5.767000000000001e-13,kiBr=2.4960000000000004,kiR1f=7.4e-7,kiR1r=1.5290000000000001,Kmgneslow=533540.0,knfpBR1=6.6675e-13,knfpiBr=35.190000000000005,knfpiR1r=0.08787000000000002,knfpSOS=1.2936e-5,kpERK=1.798e-6,kpMEK=0.0007314,kpR1=21755.0,kR1f=0.00019694499999999997,kR1r=494.86,kRgneslow=7.475,kRhydro=0.7859,kSoff=74.556,kSon=16.980000000000004,kSOSf=0.00010488000000000001,kSOSr=16.999
kBf=2927.6000000000004,kBr=0.10898999999999999,kcatE=1.9979999999999998,kdEf=1.8601,kdEr=121.6,kdp=354.83000000000004,kdpERK=0.3393,kdpMEK=4.11355,kdpR1=223.395,kdpSOS=0.012891999999999999,kdR1f=8.190000000000001,kdR1r=109.38499999999999,kEf=18125.0,kEr=133.92,kfpBr=41.49600000000001,kfpR1r=0.14832,kG2f=4.4336,kG2r=18981.0,kG2SOSf=1.82595,kG2SOSr=156.08499999999998,kiBf=6.004e-13,kiBr=8.814000000000002,kiR1f=1.3764e-5,kiR1r=2.134,Kmgneslow=612850.0,knfpBR1=1.0287e-12,knfpiBr=4.08,knfpiR1r=0.11049,knfpSOS=2.7832e-5,kpERK=6.67e-6,kpMEK=6.36e-5,kpR1=18205.5,kR1f=0.000263145,kR1r=799.04,kRgneslow=57.5,kRhydro=2.4661,kSoff=68.888,kSon=24.055,kSOSf=0.00014628,kSOSr=18.336
kBf=5179.6,kBr=0.12628999999999999,kcatE=56.276999999999994,kdEf=7.391450000000001,kdEr=91.19999999999999,kdp=173.53000000000003,kdpERK=2.77095,kdpMEK=1.50745,kdpR1=26.695,kdpSOS=0.049224000000000004,kdR1f=2.9250000000000003,kdR1r=125.75999999999999,kEf=95000.0,kEr=66.96,kfpBr=23.408,kfpR1r=0.19158000000000003,kG2f=4.009800000000001,kG2r=10489.5,kG2SOSf=0.16835,kG2SOSr=503.59499999999997,kiBf=1.3667000000000002e-12,kiBr=7.956,kiR1f=3.922000000000001e-6,kiR1r=1.5840000000000003,Kmgneslow=284795.0,knfpBR1=3.8100000000000004e-13,knfpiBr=43.35,knfpiR1r=0.14876999999999999,knfpSOS=6.3112e-5,kpERK=4.5819999999999995e-6,kpMEK=0.0008267999999999999,kpR1=21526.0,kR1f=1.655e-5,kR1r=18.16,kRgneslow=53.474999999999994,kRhydro=0.7046000000000001,kSoff=74.992,kSon=90.56,kSOSf=0.0003726,kSOSr=0.8594999999999999
kBf=4701.05,kBr=0.04498,kcatE=24.308999999999997,kdEf=8.6152,kdEr=111.71999999999998,kdp=269.36,kdpERK=0.7728499999999999,kdpMEK=3.7303,kdpR1=177.03,kdpSOS=0.018459,kdR1f=9.36,kdR1r=101.525,kEf=8125.0,kEr=195.48,kfpBr=15.428000000000003,kfpR1r=0.18128000000000002,kG2f=1.5322,kG2r=30136.5,kG2SOSf=0.47914999999999996,kG2SOSr=191.425,kiBf=3.950000000000001e-14,kiBr=8.892000000000001,kiR1f=5.106e-6,kiR1r=0.17600000000000002,Kmgneslow=461440.0,knfpBR1=6.286500000000001e-13,knfpiBr=32.64,knfpiR1r=0.04437,knfpSOS=3.7631999999999995e-5,kpERK=1.218e-6,kpMEK=0.0008745,kpR1=21068.0,kR1f=4.9649999999999994e-5,kR1r=503.94,kRgneslow=26.162499999999998,kRhydro=2.47965,kSoff=23.98,kSon=67.92,kSOSf=0.0005133599999999999,kSOSr=3.0559999999999996
kBf=1154.1499999999999,kBr=0.15050999999999998,kcatE=7.992,kdEf=9.643149999999999,kdEr=30.4,kdp=378.14000000000004,kdpERK=1.8096,kdpMEK=1.6352000000000002,kdpR1=123.64,kdpSOS=0.021974999999999998,kdR1f=0.82875,kdR1r=39.955000000000005,kEf=15000.0,kEr=56.16,kfpBr=43.358000000000004,kfpR1r=0.23690000000000003,kG2f=3.3904000000000005,kG2r=29637.0,kG2SOSf=0.7899499999999999,kG2SOSr=50.065,kiBf=7.031000000000001e-13,kiBr=2.8080000000000003,kiR1f=2.516e-6,kiR1r=2.0130000000000003,Kmgneslow=569590.0,knfpBR1=2.7241500000000003e-12,knfpiBr=84.66,knfpiR1r=0.08265,knfpSOS=6.8208e-5,kpERK=4.06e-6,kpMEK=0.0009142499999999999,kpR1=18434.5,kR1f=0.00023666499999999997,kR1r=481.23999999999995,kRgneslow=52.900000000000006,kRhydro=1.1381999999999999,kSoff=59.732000000000006,kSon=196.68500000000003,kSOSf=0.00050232,kSOSr=7.3534999999999995
kBf=731.8999999999999,kBr=0.057089999999999995,kcatE=6.992999999999999,kdEf=0.4895,kdEr=98.79999999999998,kdp=512.82,kdpERK=1.56455,kdpMEK=3.90915,kdpR1=73.06,kdpSOS=0.007032,kdR1f=3.0225,kdR1r=114.625,kEf=41250.0,kEr=61.56,kfpBr=31.388000000000005,kfpR1r=0.35226,kG2f=4.107600000000001,kG2r=18148.5,kG2SOSf=1.87775,kG2SOSr=185.53499999999997,kiBf=4.898e-13,kiBr=8.658000000000001,kiR1f=9.916e-6,kiR1r=0.5720000000000002,Kmgneslow=61285.0,knfpBR1=1.0668e-12,knfpiBr=70.38,knfpiR1r=0.14007,knfpSOS=2.94e-5,kpERK=6.147999999999999e-6,kpMEK=0.0002385,kpR1=12938.5,kR1f=0.00032272499999999994,kR1r=72.64,kRgneslow=7.7625,kRhydro=0.542,kSoff=50.14,kSon=113.2,kSOSf=8.556000000000001e-5,kSOSr=13.083499999999999
kBf=3293.55,kBr=0.17127,kcatE=41.291999999999994,kdEf=4.650250000000001,kdEr=117.03999999999999,kdp=139.86,kdpERK=3.07255,kdpMEK=1.0731,kdpR1=139.095,kdpSOS=0.028713999999999996,kdR1f=7.6537500000000005,kdR1r=64.845,kEf=97500.0,kEr=43.2,kfpBr=19.684,kfpR1r=0.31930000000000003,kG2f=5.770200000000001,kG2r=10656.0,kG2SOSf=1.3986,kG2SOSr=409.355,kiBf=9.164000000000002e-13,kiBr=3.1200000000000006,kiR1f=1.4652e-5,kiR1r=0.8470000000000001,Kmgneslow=288400.0,knfpBR1=2.64795e-12,knfpiBr=92.82000000000001,knfpiR1r=0.06786,knfpSOS=1.8816e-5,kpERK=1.566e-6,kpMEK=0.00019875,kpR1=5954.0,kR1f=4.7995e-5,kR1r=122.58,kRgneslow=44.849999999999994,kRhydro=1.04335,kSoff=64.09200000000001,kSon=137.25500000000002,kSOSf=0.00013523999999999999,kSOSr=19.099999999999998
